-1.914,48.675,2,22.0
-1.91,47.125,2,22.0
-1.906,48.638,2,22.0
-1.903,46.855,4,50.0
-1.896,48.144,2,22.0
-1.894,46.853,8,24.0
-1.887,47.541,2,22.0
-1.88,46.846,2,22.0
-1.88,46.848,3,7.4
-1.877,47.291,2,22.0
-1.872,46.849,2,22.0
-1.868,46.857,4,24.0
-1.868,48.05,2,22.0
-1.867,47.104,2,22.0
-1.866,47.698,2,22.0
-1.865,46.858,1,22.0
-1.864,46.861,6,50.0
-1.861,47.359,2,22.0
-1.861,47.92,2,22.0
-1.859,47.186,1,50.0
-1.858,49.551,2,22.0
-1.856,46.627,2,22.0
-1.854,48.676,2,24.0
-1.848,47.418,2,22.0
-1.847,48.073,2,22.0
-1.844,47.825,2,22.0
-1.844,49.565,2,22.0
-1.836,46.606,2,22.0
-1.836,49.662,2,22.0
-1.835,48.081,2,22.0
-1.834,47.627,2,22.0
-1.834,48.069,51,27.0
-1.831,46.891,2,22.0
-1.828,46.602,2,22.0
-1.826,46.667,1,22.0
-1.823,48.25,32,22.0
-1.816,46.997,1,50.0
-1.813,47.973,8,120.0
-1.813,49.455,2,7.36
-1.812,47.103,2,22.0
-1.809,47.103,2,22.0
-1.809,49.513,2,22.0
-1.804,49.506,2,22.0
-1.797,47.966,2,22.0
-1.796,46.494,2,22.0
-1.796,46.502,2,22.0
-1.794,47.02,2,22.0
-1.794,48.1,2,24.0
-1.793,47.416,2,22.0
-1.792,47.328,2,22.0
-1.791,49.372,2,22.0
-1.789,47.277,2,22.0
-1.788,49.471,2,22.0
-1.784,46.499,2,22.0
-1.782,46.497,2,22.0
-1.782,46.5,10,7.4
-1.782,47.278,2,22.0
-1.781,43.368,2,22.0
-1.78,48.604,2,24.0
-1.779,47.274,2,22.0
-1.778,46.514,8,22.0
-1.778,46.515,6,50.0
-1.776,46.514,8,60.0
-1.775,49.536,2,22.0
-1.773,43.347,2,22.0
-1.773,46.495,2,22.0
-1.773,46.534,2,22.0
-1.773,46.542,2,22.0
-1.772,48.149,2,22.0
-1.771,46.514,4,22.0
-1.77,46.506,2,22.0
-1.769,49.368,2,22.0
-1.768,43.348,6,22.0
-1.767,47.477,2,22.0
-1.765,48.138,8,50.0
-1.762,47.473,1,50.0
-1.761,47.475,2,22.0
-1.76,46.697,2,22.0
-1.759,46.481,2,22.0
-1.759,48.035,5,22.0
-1.755,47.199,2,22.0
-1.755,48.125,3,160.0
-1.755,49.382,2,22.0
-1.754,46.964,2,22.0
-1.754,48.547,2,22.0
-1.753,47.475,2,22.0
-1.75,47.133,2,22.0
-1.75,47.519,2,22.0
-1.75,48.41,1,22.0
-1.75,48.418,2,60.0
-1.749,47.895,2,22.0
-1.744,47.293,1,50.0
-1.743,46.93,2,22.0
-1.742,47.131,1,50.0
-1.738,46.505,2,22.0
-1.737,47.325,2,22.0
-1.737,47.929,2,22.0
-1.736,48.105,2,22.0
-1.736,49.604,2,22.0
-1.735,47.114,2,22.0
-1.732,48.1,6,50.0
-1.73,48.08,2,7.0
-1.73,48.102,1,22.0
-1.727,47.056,2,22.0
-1.726,48.107,4,175.0
-1.726,48.247,2,22.0
-1.725,48.108,12,22.0
-1.725,48.552,16,60.0
-1.721,48.179,4,25.0
-1.72,48.18,36,50.0
-1.716,48.104,10,22.0
-1.714,48.115,2,22.0
-1.713,48.034,8,22.0
-1.711,47.381,2,22.0
-1.707,48.156,2,50.0
-1.705,47.554,2,22.0
-1.703,48.091,3,184.0
-1.7,49.661,2,22.0
-1.699,43.361,2,22.0
-1.699,48.129,2,24.0
-1.698,43.364,2,22.0
-1.696,47.331,2,22.0
-1.696,49.336,2,22.0
-1.693,43.385,2,22.0
-1.693,48.092,5,22.0
-1.692,49.666,2,22.0
-1.69,47.86,4,22.0
-1.69,48.118,2,24.0
-1.688,47.762,2,22.0
-1.688,47.843,2,22.0
-1.683,46.902,2,22.0
-1.683,48.082,4,225.0
-1.681,49.661,2,22.0
-1.68,47.177,4,22.0
-1.68,47.854,2,50.0
-1.68,48.108,2,22.0
-1.679,48.082,2,22.0
-1.678,43.375,16,25.0
-1.678,48.084,1,22.0
-1.678,48.104,64,22.0
-1.677,47.597,2,22.0
-1.677,48.04,2,22.0
-1.677,48.083,2,22.0
-1.676,49.654,2,22.0
-1.675,47.667,2,22.0
-1.675,48.107,2,24.0
-1.674,48.092,2,22.0
-1.673,47.263,2,22.0
-1.672,49.557,2,22.0
-1.667,47.938,2,22.0
-1.666,43.382,2,22.0
-1.666,47.528,2,22.0
-1.664,49.642,2,22.0
-1.663,46.608,13,80.0
-1.663,49.604,2,22.0
-1.661,43.385,2,22.0
-1.66,43.388,6,7.0
-1.659,46.618,2,22.0
-1.658,43.387,2,22.0
-1.655,47.234,2,22.0
-1.654,47.414,2,22.0
-1.654,49.648,2,22.0
-1.653,46.602,8,50.0
-1.651,47.413,2,22.0
-1.651,49.655,2,22.0
-1.65,47.22,2,22.0
-1.65,48.104,2,22.0
-1.644,47.38,1,50.0
-1.643,47.038,2,22.0
-1.643,49.628,2,22.0
-1.641,49.627,2,22.0
-1.64,47.036,2,22.0
-1.639,49.471,2,22.0
-1.638,47.047,2,22.0
-1.637,48.131,4,22.0
-1.634,47.23,6,50.0
-1.634,48.109,352,22.0
-1.634,49.628,2,22.0
-1.633,43.402,10,25.0
-1.633,47.23,9,50.0
-1.632,47.123,2,22.0
-1.632,49.472,2,22.0
-1.631,47.256,42,200.0
-1.629,48.097,9,150.0
-1.629,49.636,2,22.0
-1.627,47.331,2,22.0
-1.626,47.563,2,22.0
-1.624,47.252,4,50.0
-1.624,48.06,4,22.0
-1.624,49.636,2,22.0
-1.624,49.645,2,22.0
-1.623,47.566,2,22.0
-1.622,47.25,4,50.0
-1.622,47.575,1,50.0
-1.622,49.638,2,22.0
-1.621,47.251,4,50.0
-1.621,47.329,2,22.0
-1.621,49.476,2,120.0
-1.62,47.25,12,50.0
-1.62,48.089,2,22.0
-1.619,47.248,4,50.0
-1.619,49.635,10,90.0
-1.618,43.346,2,22.0
-1.618,46.465,2,22.0
-1.618,49.644,2,22.0
-1.616,47.09,2,22.0
-1.616,47.211,4,22.0
-1.615,48.108,2,50.0
-1.615,48.109,30,200.0
-1.614,46.744,2,22.0
-1.614,47.249,8,22.0
-1.613,49.639,2,22.0
-1.612,49.636,2,22.0
-1.611,47.092,2,22.0
-1.609,43.425,2,22.0
-1.608,46.74,2,22.0
-1.608,49.099,2,22.0
-1.606,47.362,2,22.0
-1.606,48.261,2,22.0
-1.605,49.639,2,22.0
-1.605,49.644,2,22.0
-1.604,49.614,2,22.0
-1.603,48.045,2,24.0
-1.602,46.892,1,50.0
-1.601,49.614,2,22.0
-1.6,43.43,2,22.0
-1.6,48.838,2,22.0
-1.6,49.61,2,22.0
-1.599,49.049,2,22.0
-1.598,48.114,3,22.08
-1.597,48.838,2,22.0
-1.596,46.995,2,22.0
-1.596,48.836,2,22.0
-1.596,49.167,2,22.0
-1.594,47.281,1,50.0
-1.593,46.887,2,22.0
-1.593,49.634,12,50.0
-1.592,47.198,8,60.0
-1.591,43.438,2,22.0
-1.591,47.262,2,50.0
-1.591,47.736,2,22.0
-1.591,49.632,120,180.0
-1.59,46.734,12,60.0
-1.59,48.15,2,22.0
-1.59,49.564,2,22.0
-1.589,47.262,22,22.0
-1.588,48.838,2,22.0
-1.587,43.444,2,22.0
-1.586,48.115,1,22.0
-1.584,48.116,4,50.0
-1.583,47.124,2,22.0
-1.581,47.012,2,22.0
-1.581,47.127,2,22.0
-1.58,47.501,2,22.0
-1.58,48.847,2,22.0
-1.579,43.313,2,22.0
-1.579,43.36,4,22.0
-1.579,49.097,2,22.0
-1.579,49.64,2,22.0
-1.577,46.416,2,22.0
-1.577,47.193,56,22.0
-1.576,46.967,2,22.0
-1.576,47.253,6,22.0
-1.575,48.427,2,22.0
-1.572,47.193,28,7.0
-1.572,49.639,2,22.0
-1.57,48.816,2,22.0
-1.568,48.833,2,22.0
-1.567,48.774,2,22.0
-1.566,43.476,2,22.0
-1.566,49.654,2,22.0
-1.565,48.533,2,22.0
-1.564,49.201,2,22.0
-1.563,43.481,2,22.0
-1.559,43.481,4,7.0
-1.559,43.483,6,7.0
-1.559,47.261,5,22.0
-1.559,47.384,2,22.0
-1.558,47.261,5,22.0
-1.558,47.262,5,22.0
-1.557,43.485,6,7.0
-1.557,47.22,160,22.0
-1.557,48.977,2,22.0
-1.554,43.478,2,22.0
-1.551,43.432,2,22.0
-1.55,43.354,2,22.0
-1.55,48.833,4,22.0
-1.549,43.487,2,22.0
-1.549,48.837,12,50.0
-1.547,43.477,2,22.0
-1.546,47.161,6,22.08
-1.546,49.289,2,22.0
-1.545,47.156,12,50.0
-1.544,43.496,5,22.0
-1.544,48.569,2,22.0
-1.543,43.5,2,22.0
-1.542,48.569,2,22.08
-1.541,47.16,4,22.08
-1.54,47.113,1,50.0
-1.538,48.334,2,22.0
-1.536,47.152,2,22.08
-1.536,49.219,2,22.0
-1.534,47.179,6,50.0
-1.532,47.554,2,22.0
-1.531,49.212,3,22.0
-1.53,47.342,2,22.0
-1.53,48.121,2,22.0
-1.53,49.386,2,22.0
-1.529,43.494,2,22.0
-1.528,47.243,2,22.0
-1.528,49.212,2,22.0
-1.527,46.413,1,7.0
-1.527,47.342,2,22.0
-1.526,43.425,1,7.4
-1.526,48.823,4,50.0
-1.524,48.988,2,22.0
-1.523,48.115,2,22.0
-1.522,43.437,2,22.0
-1.52,47.286,16,22.0
-1.519,43.493,3,180.0
-1.516,48.898,2,22.0
-1.515,43.482,2,22.0
-1.514,47.055,2,22.0
-1.514,48.055,2,22.0
-1.513,47.162,8,175.0
-1.512,43.484,4,50.0
-1.512,43.5,2,22.0
-1.512,46.684,2,22.0
-1.512,48.554,2,22.0
-1.512,48.899,1,7.0
-1.511,47.275,5,22.0
-1.51,46.941,2,22.0
-1.51,47.275,10,22.0
-1.51,47.276,15,22.0
-1.509,43.447,2,22.0
-1.508,46.768,2,22.0
-1.508,47.251,12,22.0
-1.506,46.766,2,22.0
-1.506,48.905,1,22.0
-1.505,48.214,2,22.0
-1.505,48.553,2,22.0
-1.505,48.904,1,7.4
-1.501,47.438,2,22.0
-1.501,48.049,2,22.0
-1.5,48.554,4,22.0
-1.499,43.308,2,22.0
-1.499,43.479,2,22.0
-1.499,47.27,8,22.0
-1.499,47.656,2,22.0
-1.498,47.3,4,22.0
-1.497,49.514,4,7.0
-1.495,47.959,2,22.0
-1.492,43.546,2,22.0
-1.491,46.426,2,22.0
-1.491,47.097,2,22.0
-1.49,43.524,2,22.0
-1.49,47.952,2,50.0
-1.489,47.265,4,175.0
-1.489,47.299,2,22.0
-1.487,47.057,2,22.0
-1.486,47.721,2,22.0
-1.485,47.249,2,22.0
-1.484,47.266,4,22.0
-1.483,47.442,6,60.0
-1.482,49.514,2,22.0
-1.48,43.481,2,22.0
-1.48,47.44,1,50.0
-1.48,48.456,2,50.0
-1.478,43.494,2,22.0
-1.473,43.496,2,22.0
-1.471,43.486,15,180.0
-1.471,43.492,2,22.0
-1.469,48.968,2,22.0
-1.467,48.76,2,22.0
-1.467,49.054,2,22.0
-1.466,43.494,2,22.0
-1.466,48.594,2,22.0
-1.46,46.72,2,22.0
-1.459,43.479,2,22.0
-1.459,43.538,1,22.0
-1.457,43.491,1,50.0
-1.456,43.397,2,22.0
-1.455,43.436,2,22.0
-1.455,43.499,2,22.0
-1.455,46.623,1,22.0
-1.455,48.752,2,22.0
-1.454,46.666,2,22.0
-1.454,49.052,2,22.0
-1.453,47.398,2,22.0
-1.452,46.597,2,22.0
-1.452,46.906,2,22.0
-1.452,47.623,2,22.0
-1.449,47.784,2,22.0
-1.446,43.339,2,22.0
-1.446,43.562,12,50.0
-1.444,46.653,1,11.0
-1.443,43.662,2,22.0
-1.441,46.669,2,22.0
-1.441,47.185,6,50.0
-1.441,47.267,2,22.0
-1.441,49.049,2,22.0
-1.44,43.653,2,22.0
-1.44,46.668,4,22.0
-1.44,48.185,2,22.0
-1.44,48.912,2,22.0
-1.44,49.044,2,22.0
-1.438,46.651,6,50.0
-1.436,47.018,2,22.0
-1.435,46.647,2,22.0
-1.433,47.196,2,22.0
-1.432,43.645,12,50.0
-1.432,46.224,6,50.0
-1.432,46.669,2,22.0
-1.432,46.683,2,22.0
-1.432,47.442,2,22.0
-1.43,43.708,2,22.0
-1.43,46.348,2,22.0
-1.43,46.669,3,3.7
-1.43,46.709,1,22.0
-1.43,46.972,2,22.0
-1.43,47.2,2,22.0
-1.43,48.01,2,22.0
-1.429,43.388,2,22.0
-1.429,46.691,6,50.0
-1.429,46.698,2,22.0
-1.429,46.703,4,150.0
-1.428,46.671,2,22.0
-1.428,46.714,4,50.0
-1.426,43.595,12,50.0
-1.425,43.646,4,22.0
-1.425,46.493,2,22.0
-1.425,46.664,2,22.0
-1.425,46.723,24,50.0
-1.422,47.124,2,22.0
-1.421,43.468,2,22.0
-1.421,49.379,2,22.0
-1.42,47.496,2,22.0
-1.417,46.644,1,22.0
-1.415,48.836,2,22.0
-1.414,48.105,2,22.0
-1.412,46.934,2,22.0
-1.411,47.082,1,50.0
-1.411,49.131,2,22.0
-1.41,43.788,2,22.0
-1.41,47.083,12,120.0
-1.407,46.187,1,7.0
-1.406,46.64,2,22.0
-1.406,46.67,2,22.0
-1.406,46.671,6,22.0
-1.406,49.187,2,22.0
-1.405,47.366,2,22.0
-1.404,43.358,4,22.0
-1.404,49.668,2,22.0
-1.403,46.661,2,22.0
-1.403,47.701,1,50.0
-1.402,43.787,2,22.0
-1.402,46.593,2,22.0
-1.4,43.361,2,22.0
-1.4,47.155,2,22.0
-1.4,48.26,2,22.0
-1.398,47.075,2,22.0
-1.397,43.348,4,22.0
-1.397,43.631,12,50.0
-1.394,48.794,2,22.0
-1.393,47.17,2,22.0
-1.393,48.071,2,22.0
-1.392,46.184,4,50.0
-1.391,43.671,12,50.0
-1.391,46.406,4,50.0
-1.388,47.706,4,22.0
-1.387,43.487,2,22.0
-1.387,46.348,4,22.0
-1.386,43.542,12,50.0
-1.386,46.739,2,22.0
-1.386,48.112,2,22.0
-1.385,43.851,2,22.0
-1.385,47.099,2,22.0
-1.385,49.08,2,22.0
-1.383,47.707,2,25.0
-1.382,47.915,2,22.0
-1.382,49.488,2,22.0
-1.381,47.721,2,22.0
-1.379,43.815,2,22.0
-1.379,46.028,2,50.0
-1.379,47.411,2,22.0
-1.379,47.713,2,22.0
-1.378,46.174,2,22.0
-1.378,47.718,2,22.0
-1.376,47.057,2,22.0
-1.374,47.412,2,22.0
-1.374,48.664,1,22.0
-1.372,47.621,2,22.0
-1.369,48.691,2,3.0
-1.367,46.201,4,50.0
-1.366,45.96,8,22.08
-1.364,48.411,2,22.0
-1.364,48.684,2,22.0
-1.363,48.687,2,22.0
-1.359,43.849,12,50.0
-1.358,43.637,6,22.0
-1.357,43.954,2,22.0
-1.355,48.691,4,50.0
-1.352,45.973,4,50.0
-1.351,43.265,2,22.0
-1.351,46.196,4,22.0
-1.351,46.958,6,50.0
-1.351,48.91,2,22.0
-1.35,43.316,2,22.0
-1.35,46.957,4,22.0
-1.349,47.237,2,22.0
-1.348,46.669,4,7.0
-1.348,47.319,2,22.0
-1.348,48.65,4,100.0
-1.346,47.448,2,22.0
-1.342,48.68,6,60.0
-1.342,48.681,2,22.0
-1.341,47.178,2,22.0
-1.34,43.178,2,22.0
-1.339,47.083,2,22.0
-1.338,47.083,2,22.0
-1.338,47.14,2,22.0
-1.337,46.666,9,120.0
-1.337,48.625,2,22.0
-1.336,43.486,2,22.0
-1.335,47.27,2,22.0
-1.331,46.191,6,50.0
-1.331,47.004,2,22.0
-1.33,43.692,12,50.0
-1.329,43.754,12,50.0
-1.326,43.752,2,22.0
-1.326,46.18,1,22.0
-1.326,48.585,16,175.0
-1.323,47.313,2,22.0
-1.322,46.331,2,22.0
-1.32,47.832,2,22.0
-1.32,48.524,2,22.0
-1.318,46.156,6,50.0
-1.317,46.187,12,22.0
-1.317,47.657,2,22.0
-1.315,43.661,12,50.0
-1.314,48.399,2,50.0
-1.313,43.611,2,22.0
-1.313,46.714,2,22.0
-1.313,49.41,2,22.0
-1.312,46.974,2,22.0
-1.309,47.061,2,22.0
-1.309,48.441,2,22.0
-1.307,43.663,2,22.0
-1.307,45.942,4,50.0
-1.307,47.205,2,22.0
-1.305,47.737,2,22.0
-1.304,43.386,2,22.0
-1.304,49.594,2,22.0
-1.303,43.876,12,50.0
-1.302,48.179,2,22.0
-1.301,47.101,2,22.0
-1.301,48.338,2,50.0
-1.298,43.234,2,22.0
-1.297,46.947,2,22.0
-1.296,49.38,2,22.0
-1.294,47.391,2,22.0
-1.294,47.517,2,22.0
-1.293,46.672,2,22.0
-1.292,43.494,2,22.0
-1.292,44.213,2,22.0
-1.291,48.01,2,22.0
-1.291,48.62,2,22.0
-1.29,47.277,2,22.0
-1.286,47.08,3,22.0
-1.284,47.346,2,22.0
-1.283,49.026,2,22.0
-1.282,47.085,2,22.0
-1.282,47.14,2,22.0
-1.282,49.161,2,22.0
-1.281,47.098,18,22.0
-1.279,47.09,2,22.0
-1.278,47.461,2,22.0
-1.276,46.16,4,50.0
-1.275,48.344,2,22.0
-1.272,49.589,2,22.0
-1.269,47.163,1,50.0
-1.267,47.337,2,22.0
-1.266,47.163,2,22.0
-1.265,45.911,4,50.0
-1.265,49.32,2,22.0
-1.264,48.948,2,22.0
-1.263,48.404,2,22.0
-1.261,44.082,12,22.08
-1.259,44.034,2,22.0
-1.259,49.619,2,22.0
-1.256,43.429,2,22.0
-1.255,49.31,2,22.0
-1.25,44.445,12,50.0
-1.25,48.841,2,22.0
-1.249,49.09,2,22.0
-1.248,47.077,2,22.0
-1.247,44.451,2,22.0
-1.246,44.651,2,22.0
-1.245,49.303,2,22.0
-1.244,43.307,2,22.0
-1.244,47.266,2,22.0
-1.244,48.506,2,22.0
-1.244,49.1,2,22.0
-1.242,49.303,2,22.0
-1.24,43.682,2,11.0
-1.24,44.459,2,22.0
-1.238,43.556,12,50.0
-1.234,43.166,2,22.0
-1.233,43.708,2,22.0
-1.233,47.942,2,22.0
-1.23,46.774,2,22.0
-1.229,43.688,12,50.0
-1.229,47.431,2,22.0
-1.227,44.063,2,22.0
-1.227,44.203,12,50.0
-1.227,46.773,2,22.0
-1.226,48.834,2,22.0
-1.224,43.64,12,50.0
-1.224,46.536,2,22.0
-1.221,44.206,9,22.0
-1.219,48.111,2,22.08
-1.219,48.837,2,22.0
-1.218,48.109,2,22.0
-1.218,48.368,2,22.0
-1.213,43.779,12,50.0
-1.212,44.581,2,22.0
-1.211,48.123,2,22.0
-1.211,48.355,2,22.0
-1.21,48.12,4,11.0
-1.208,44.607,2,22.0
-1.208,48.11,4,50.0
-1.207,48.86,2,22.0
-1.205,43.475,2,22.0
-1.205,46.152,4,25.0
-1.205,47.34,2,22.0
-1.202,44.633,2,22.0
-1.202,44.642,1,7.0
-1.201,48.353,2,22.0
-1.2,44.033,2,22.0
-1.2,45.697,12,22.08
-1.198,47.372,2,25.0
-1.198,47.622,2,22.0
-1.197,44.993,2,22.0
-1.197,47.37,2,22.0
-1.197,48.357,2,22.0
-1.196,44.736,18,24.0
-1.195,45.002,2,22.0
-1.195,45.887,6,50.0
-1.194,48.066,2,50.0
-1.194,48.35,2,22.0
-1.193,44.658,1,7.0
-1.191,48.916,2,22.0
-1.189,47.286,4,50.0
-1.189,47.288,2,22.0
-1.189,47.408,2,22.0
-1.188,46.193,6,50.0
-1.186,47.042,2,22.0
-1.183,47.523,2,22.0
-1.182,47.183,2,22.0
-1.181,44.749,2,22.0
-1.18,48.596,2,22.0
-1.179,45.692,4,50.0
-1.178,47.371,2,22.0
-1.177,46.851,2,22.0
-1.175,47.739,4,50.0
-1.175,49.133,2,22.0
-1.174,47.367,1,50.0
-1.174,47.739,2,22.0
-1.174,48.62,2,22.0
-1.173,46.636,2,22.0
-1.173,49.076,2,22.0
-1.172,44.431,2,22.0
-1.172,44.663,2,22.0
-1.171,44.662,26,7.4
-1.17,46.851,2,22.0
-1.17,48.337,2,7.0
-1.17,48.725,2,22.0
-1.169,44.315,18,24.0
-1.168,46.454,2,22.0
-1.168,47.341,2,22.0
-1.167,44.396,2,22.0
-1.167,44.397,4,22.0
-1.167,46.173,8,22.0
-1.166,44.659,8,22.0
-1.165,44.66,1,7.0
-1.165,47.141,2,22.0
-1.163,44.664,2,22.0
-1.163,45.786,8,22.08
-1.162,45.717,36,24.0
-1.16,44.409,8,60.0
-1.158,46.454,2,22.0
-1.155,44.64,6,22.0
-1.153,44.538,2,22.0
-1.152,48.058,2,22.0
-1.151,44.631,2,22.0
-1.15,45.485,2,22.0
-1.148,44.632,2,22.0
-1.147,44.611,1,22.0
-1.147,44.657,1,7.0
-1.146,44.796,2,22.0
-1.145,43.882,12,50.0
-1.145,44.638,2,22.0
-1.144,45.37,3,22.0
-1.143,45.769,6,50.0
-1.141,44.765,2,22.0
-1.14,45.0,4,12.0
-1.139,43.484,2,22.0
-1.139,44.765,2,22.0
-1.137,46.812,6,50.0
-1.136,43.717,2,22.0
-1.136,49.108,10,22.0
-1.136,49.228,2,22.0
-1.134,43.87,8,175.0
-1.133,45.837,4,22.0
-1.132,43.717,1,50.0
-1.132,49.111,4,22.0
-1.132,49.112,2,22.0
-1.131,44.609,1,50.0
-1.131,45.836,16,50.0
-1.13,44.461,1,11.04
-1.129,44.61,6,60.0
-1.128,45.76,1,22.0
-1.128,49.164,2,22.0
-1.127,46.169,24,22.0
-1.126,43.614,12,50.0
-1.126,45.514,2,22.0
-1.125,47.097,2,22.0
-1.125,48.48,2,22.0
-1.124,44.619,2,50.0
-1.123,45.515,2,22.0
-1.121,44.242,2,22.0
-1.119,45.484,2,22.08
-1.117,44.614,6,22.0
-1.117,45.487,2,22.08
-1.117,46.155,10,22.0
-1.117,49.101,2,22.0
-1.116,46.186,4,50.0
-1.116,47.281,2,22.0
-1.115,47.038,2,22.0
-1.114,49.117,2,22.0
-1.11,47.182,2,22.0
-1.109,46.467,6,50.0
-1.108,43.513,2,22.0
-1.107,44.744,2,22.0
-1.105,48.824,2,22.0
-1.104,47.384,2,22.0
-1.103,45.823,18,50.0
-1.102,43.544,2,22.0
-1.102,46.179,50,50.0
-1.102,49.32,2,22.0
-1.1,46.179,1,22.0
-1.1,49.116,2,22.0
-1.099,44.743,2,22.0
-1.099,49.314,13,90.0
-1.098,48.089,2,50.0
-1.096,46.301,6,50.0
-1.096,47.122,4,50.0
-1.096,47.406,2,22.0
-1.096,49.115,2,22.0
-1.094,46.103,7,22.0
-1.094,46.152,4,50.0
-1.094,49.128,1,7.0
-1.093,43.231,2,22.0
-1.093,44.346,8,50.0
-1.091,48.576,2,22.0
-1.09,43.937,1,50.0
-1.09,43.939,2,50.0
-1.09,44.868,2,22.0
-1.09,48.587,2,22.0
-1.089,46.06,9,50.0
-1.089,46.598,2,22.0
-1.088,49.119,2,22.0
-1.087,49.101,2,22.0
-1.087,49.117,2,22.0
-1.081,49.099,4,50.0
-1.081,49.1,2,50.0
-1.079,46.081,6,50.0
-1.077,44.346,2,22.0
-1.077,44.481,2,22.0
-1.077,44.496,2,22.08
-1.076,45.991,2,22.0
-1.076,49.1,2,22.0
-1.075,44.618,2,24.0
-1.075,44.977,2,22.0
-1.074,43.727,1,22.0
-1.074,44.617,1,22.0
-1.073,44.353,12,50.0
-1.073,49.102,4,22.0
-1.072,44.35,2,22.0
-1.072,44.636,2,22.0
-1.07,46.15,6,50.0
-1.069,44.641,4,22.0
-1.069,49.112,2,22.0
-1.068,44.641,2,22.0
-1.066,43.699,2,22.0
-1.065,49.104,2,22.0
-1.064,43.728,12,50.0
-1.064,46.189,4,50.0
-1.062,46.555,2,22.0
-1.061,45.645,4,50.0
-1.061,47.017,2,22.0
-1.06,44.639,2,22.0
-1.059,48.438,2,22.0
-1.059,48.973,2,22.0
-1.057,44.712,2,22.0
-1.057,47.153,2,22.0
-1.057,49.117,8,22.0
-1.056,43.713,2,22.0
-1.056,47.794,2,22.0
-1.055,43.709,2,22.0
-1.055,48.603,2,22.0
-1.054,46.69,2,22.0
-1.053,43.715,12,50.0
-1.053,43.726,2,22.0
-1.052,43.696,12,50.0
-1.052,43.723,12,50.0
-1.052,46.686,2,22.0
-1.051,44.777,2,50.0
-1.051,45.628,4,50.0
-1.05,43.709,12,50.0
-1.049,46.7,24,120.0
-1.049,48.841,2,22.0
-1.048,47.896,2,22.0
-1.046,43.732,4,22.0
-1.044,43.726,2,22.0
-1.044,49.115,4,50.0
-1.042,43.711,12,50.0
-1.042,45.079,1,22.0
-1.041,49.388,2,22.0
-1.04,43.707,2,22.0
-1.04,47.222,2,22.0
-1.039,47.561,2,22.0
-1.039,48.833,2,22.0
-1.038,49.052,2,22.0
-1.036,43.328,2,22.0
-1.034,48.119,1,22.0
-1.034,48.231,2,22.0
-1.033,44.702,2,22.0
-1.033,45.62,6,50.0
-1.033,46.889,8,250.0
-1.032,47.387,2,22.0
-1.032,47.569,4,50.0
-1.031,43.706,8,22.0
-1.029,45.625,4,50.0
-1.029,49.192,2,22.0
-1.028,47.469,2,22.0
-1.027,47.06,2,22.0
-1.026,44.631,2,22.0
-1.026,44.633,2,22.0
-1.025,46.876,2,22.0
-1.025,47.27,2,22.0
-1.023,46.875,2,22.0
-1.023,48.676,2,22.0
-1.022,46.393,2,22.0
-1.022,46.877,4,50.0
-1.021,44.635,2,22.0
-1.021,46.881,4,22.0
-1.02,46.87,2,22.0
-1.019,47.183,2,22.0
-1.018,45.625,6,50.0
-1.017,46.861,2,22.0
-1.017,47.418,2,70.0
-1.016,44.684,2,22.0
-1.015,47.355,2,22.0
-1.014,44.682,2,22.0
-1.014,46.871,2,22.0
-1.011,45.673,6,50.0
-1.011,47.06,4,50.0
-1.009,43.693,12,50.0
-1.009,46.871,2,22.0
-1.008,48.793,2,22.0
-1.006,46.137,4,22.0
-1.003,49.048,2,22.0
-1.0,45.63,1,22.0
-0.997,43.606,2,22.0
-0.995,47.125,2,22.0
-0.994,47.102,2,22.0
-0.994,47.123,2,22.0
-0.993,45.63,30,25.0
-0.992,43.61,1,22.0
-0.992,47.203,2,22.0
-0.99,45.63,1,22.0
-0.989,47.711,2,22.0
-0.989,48.386,2,22.0
-0.986,45.631,4,50.0
-0.985,44.231,2,22.0
-0.984,47.288,2,22.0
-0.983,47.21,2,22.0
-0.978,47.616,4,25.0
-0.978,49.035,2,22.0
-0.977,45.954,3,150.0
-0.977,48.825,2,22.0
-0.976,44.641,2,22.0
-0.976,49.135,2,22.0
-0.974,49.094,2,22.0
-0.973,48.475,2,22.0
-0.972,44.146,12,50.0
-0.966,44.638,2,22.0
-0.965,44.639,2,22.0
-0.962,44.328,12,50.0
-0.962,45.942,6,50.0
-0.96,44.628,2,50.0
-0.96,45.944,6,50.0
-0.96,45.955,5,22.0
-0.959,45.934,6,50.0
-0.957,47.705,2,22.0
-0.956,44.643,6,22.0
-0.955,45.898,4,50.0
-0.954,47.171,2,22.0
-0.954,48.983,4,100.0
-0.953,46.991,2,22.0
-0.949,44.641,4,22.08
-0.949,48.988,2,22.0
-0.948,47.848,6,50.0
-0.947,44.328,12,50.0
-0.945,46.995,2,22.0
-0.945,48.649,2,22.0
-0.943,47.029,2,22.0
-0.94,43.4,2,22.0
-0.94,44.606,2,22.0
-0.94,48.297,6,50.0
-0.94,48.307,2,22.0
-0.938,47.056,2,22.0
-0.936,46.115,6,50.0
-0.936,47.14,2,22.0
-0.936,48.06,2,22.0
-0.931,46.897,30,7.0
-0.93,43.473,2,22.0
-0.93,45.298,2,22.0
-0.93,45.667,2,22.0
-0.929,48.297,2,22.0
-0.928,43.571,12,50.0
-0.928,43.703,12,50.0
